Mo da yda  time  FoF2
12 31 365  22.00    3.2
12 31 365   1.00    3.2
12 31 365   2.00    3.0
12 31 365   3.00    2.8
12 31 365   6.00    3.6
12 31 365   8.00    4.7
12 31 365   9.00    4.6
12 31 365  10.00    4.9
12 31 365  11.00    5.2
12 31 365  12.00    5.1
12 31 365  13.00    3.8
