Mo da yda  time  FoF2
12 18 352  22.00    3.4
12 18 352  23.00    3.4
12 18 352   1.00    2.6
12 18 352   2.00    2.6
12 18 352   3.00    2.6
12 18 352   6.00    3.8
12 18 352   7.00    4.6
12 18 352   8.00    5.9
12 18 352   9.00   5.55
12 18 352  10.00   5.65
12 18 352  11.00    4.7
12 18 352  12.00    5.5
12 18 352  13.00    3.9
12 18 352  14.00   2.75
