Mo da yda  time  FoF2
 2 25  56  22.00    2.8
 2 25  56  23.00   2.75
 2 25  56   0.00    2.7
 2 25  56   1.00    2.7
 2 25  56   5.00    3.3
 2 25  56   6.00    4.2
 2 25  56   7.00    5.0
 2 25  56   8.00    5.6
 2 25  56   9.00   5.35
 2 25  56  10.00    5.3
 2 25  56  11.00   4.75
 2 25  56  12.00    4.8
 2 25  56  13.00    4.7
 2 25  56  14.00    4.5
 2 25  56  15.00    4.2
 2 25  56  17.00    2.6
 2 25  56  18.00    2.5
 2 25  56  19.00    2.6
 2 25  56  20.00    2.4
 2 25  56  21.00    2.5
