Mo da yda  time  FoF2
 2 20  51  23.00    2.7
 2 20  51   0.00    3.0
 2 20  51   1.00    2.7
 2 20  51   2.00    2.4
 2 20  51   3.00    2.5
 2 20  51   5.00    3.5
 2 20  51   6.00    5.0
 2 20  51   7.00    4.8
 2 20  51   8.00    5.2
 2 20  51   9.00    5.6
 2 20  51  10.00    6.1
 2 20  51  11.00    5.3
 2 20  51  12.00    5.5
 2 20  51  13.00    5.1
 2 20  51  14.00    4.7
 2 20  51  15.00    4.0
 2 20  51  16.00    2.8
 2 20  51  17.00    2.7
 2 20  51  18.00    2.5
 2 20  51  21.00    2.3
