Mo da yda  time  FoF2
12 25 359  22.00    2.5
12 25 359  23.00    2.6
12 25 359   0.00    2.6
12 25 359   1.00    2.3
12 25 359   6.00    3.3
12 25 359   7.00   4.95
12 25 359   8.00    5.3
12 25 359  10.00    5.3
12 25 359  11.00    5.4
12 25 359  14.00    2.8
12 25 359  20.00    2.9
12 25 359  21.00   2.95
