Mo da yda  time  FoF2
12 12 346  22.00    3.5
12 12 346  23.00    3.7
12 12 346   0.00    3.3
12 12 346   1.00    3.2
12 12 346   2.00   3.75
12 12 346   7.00    5.0
12 12 346   8.00    4.8
12 12 346   9.00    5.7
12 12 346  10.00    6.0
12 12 346  11.00    5.4
12 12 346  12.00    5.2
12 12 346  13.00   4.25
12 12 346  14.00    3.6
12 12 346  16.00    2.5
12 12 346  17.00    2.8
