Mo da yda  time  FoF2
12 19 353  22.00    2.6
12 19 353  23.00    2.6
12 19 353   0.00    2.8
12 19 353   1.00    3.1
12 19 353   6.00   3.25
12 19 353   7.00    4.8
12 19 353   8.00    5.3
12 19 353   9.00    5.2
12 19 353  10.00    5.6
12 19 353  11.00    4.9
12 19 353  13.00    4.4
12 19 353  14.00    3.2
