Mo da yda  time  FoF2
12 20 354   6.00    3.5
12 20 354   8.00    5.9
12 20 354   9.00    5.1
12 20 354  10.00    4.7
12 20 354  11.00    4.3
12 20 354  12.00    4.8
12 20 354  13.00    4.5
12 20 354  18.00    2.1
12 20 354  19.00    2.3
12 20 354  20.00    2.6
12 20 354  21.00    2.3
