Mo da yda  time  FoF2
 3 11  71  22.00    2.6
 3 11  71  23.00    2.6
 3 11  71   0.00    2.7
 3 11  71   1.00    2.6
 3 11  71   2.00    2.5
 3 11  71   4.00    2.5
 3 11  71   5.00    3.5
 3 11  71   6.00    3.6
 3 11  71   7.00    3.9
 3 11  71   8.00   3.95
 3 11  71   9.00   4.35
 3 11  71  10.00    4.3
 3 11  71  11.00   4.25
 3 11  71  12.00    4.1
 3 11  71  13.00    4.6
 3 11  71  14.00    4.4
 3 11  71  15.00   4.25
 3 11  71  16.00   3.65
 3 11  71  17.00    3.5
 3 11  71  19.00   2.55
 3 11  71  20.00    2.1
 3 11  71  21.00    2.2
