Mo da yda  time  FoF2
12 15 349  23.00   3.55
12 15 349   0.00   3.45
12 15 349   1.00   3.25
12 15 349   5.00    3.9
12 15 349   6.00    3.2
12 15 349   7.00    4.2
12 15 349   8.00    4.6
12 15 349   9.00    4.8
12 15 349  10.00   5.15
12 15 349  11.00    4.7
12 15 349  12.00    5.1
12 15 349  13.00    4.7
12 15 349  14.00    3.5
12 15 349  20.00    2.8
12 15 349  21.00    2.9
