Mo da yda  time  FoF2
12 22 356  22.00    2.5
12 22 356  23.00    2.4
12 22 356   0.00    2.3
12 22 356   5.00    2.4
12 22 356   7.00    4.5
12 22 356   8.00    4.8
12 22 356   9.00    6.4
12 22 356  10.00    4.7
12 22 356  11.00    4.7
12 22 356  12.00    5.1
12 22 356  14.00    2.9
12 22 356  20.00    3.3
12 22 356  21.00    3.4
