Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 24  24   0.00      2                            
 1 24  24   1.00    2.1                            
 1 24  24   6.00    2.5                            
 1 24  24   7.00    4.4                            
 1 24  24   8.00    6.3    2.5                  2.5
 1 24  24   9.00    5.7    2.7                  2.7
 1 24  24  10.00      6    2.8                  2.8
 1 24  24  11.00    5.5    2.8                  2.8
 1 24  24  12.00    5.3                            
 1 24  24  13.00      6    2.3                  2.3
 1 24  24  14.00    5.6    2.1                  2.1
 1 24  24  15.00    5.1                            
 1 24  24  16.00    4.3                            
 1 24  24  17.00    3.3                            
 1 24  24  18.00    2.3                            
 1 24  24  19.00    2.5                            
 1 24  24  20.00    2.8                            
 1 24  24  21.00    2.8                            
 1 24  24  22.00    2.8                            
 1 24  24  23.00      3                            
