Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 25  56  22.00   2.40   1.50                     
 2 25  56  23.00   2.50   1.00                     
 2 25  56   0.00   2.40   1.30                     
 2 25  56   1.00   2.10   1.60                     
 2 25  56   2.00   1.90   1.40                     
 2 25  56   3.00   2.20   1.60                     
 2 25  56   4.00   3.90          1.50              
 2 25  56   5.00   4.60   2.20   2.00              
 2 25  56   6.00   4.90   2.70   2.35              
 2 25  56   7.00   5.10   3.40   2.55   3.80       
 2 25  56   8.00   5.20   3.10   2.60   4.00       
 2 25  56   9.00   5.40   4.40   2.60              
 2 25  56  10.00   5.00   2.90   2.60   3.80       
 2 25  56  11.00   4.60   2.70   2.50   3.40       
 2 25  56  12.00   4.60          2.30              
 2 25  56  13.00   5.00   2.00   1.70              
 2 25  56  14.00   4.40          1.50              
 2 25  56  15.00   3.30   2.50                     
 2 25  56  16.00   3.00   1.50                     
 2 25  56  17.00   2.80   1.50                     
 2 25  56  18.00   2.90   1.60                     
 2 25  56  19.00   2.80   1.70                     
 2 25  56  20.00   2.80   1.50                     
 2 25  56  21.00   2.80   1.60                     
