Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 21 355  22.00   3.00   2.00                     
12 21 355  23.00   3.10   1.60                     
12 21 355   0.00   3.10   1.60                     
12 21 355   1.00   2.70   1.30                     
12 21 355   2.00   2.50   1.60                     
12 21 355   3.00   2.70   1.60                     
12 21 355   4.00   2.70   1.60                     
12 21 355   5.00   3.70         160.00              
12 21 355   6.00   5.00   2.70                     
12 21 355   7.00   5.20   2.30                     
12 21 355   8.00   5.30   2.80  280.00              
12 21 355   9.00   5.10   2.60  260.00              
12 21 355  10.00   5.40   2.50  250.00              
12 21 355  11.00   4.70   2.30  180.00              
12 21 355  12.00   5.30   2.80                     
12 21 355  13.00   3.60   1.60                     
12 21 355  14.00   3.10   1.60                     
12 21 355  15.00   3.10   1.60                     
12 21 355  16.00   2.10   1.60                     
12 21 355  17.00   2.40   1.60                     
12 21 355  18.00   2.30   1.60                     
12 21 355  19.00   2.40   1.60                     
12 21 355  20.00   2.70   1.60                     
12 21 355  21.00   2.90   1.50                     
