Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 28 362   7.00    3.6                            
12 28 362   8.00      6    2.8                  2.5
12 28 362   9.00    6.1    2.8                  2.8
12 28 362  10.00    5.5    2.8                  2.8
12 28 362  11.00    5.5    3.3                    3
12 28 362  12.00      6    2.8                  2.8
12 28 362  13.00    4.6                            
12 28 362  14.00    4.3      2                    2
12 28 362  15.00    4.4                            
12 28 362  16.00           5.3                  5.3
12 28 362  18.00           4.3                  4.3
