Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 26  26  22.00   2.50   1.00                     
 1 26  26  23.00   2.90   1.00                     
 1 26  26   0.00   2.50   1.00                     
 1 26  26   4.00   2.30   1.50                     
 1 26  26   5.00   3.60   2.00                     
 1 26  26   6.00   4.60   2.80   2.80              
 1 26  26   7.00   4.90   3.00   3.00              
 1 26  26   8.00   4.80   3.00   3.00              
 1 26  26   9.00   5.10   2.90   2.90              
 1 26  26  10.00   4.60   2.90   2.90              
 1 26  26  11.00   5.20   2.90   2.90              
 1 26  26  12.00   4.60   2.80   2.80              
 1 26  26  13.00   4.00          1.50              
 1 26  26  14.00   3.40   1.70                     
 1 26  26  15.00   3.10   1.70                     
 1 26  26  16.00   2.20   1.70                     
 1 26  26  17.00   2.10                            
 1 26  26  18.00   2.00   1.60                     
 1 26  26  19.00   2.10   1.70                     
 1 26  26  20.00   2.00   1.60                     
 1 26  26  21.00   1.90   1.50                     
