Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 16 350  22.00   2.90   1.50                     
12 16 350  23.00   2.40   1.60                     
12 16 350   0.00   2.30   1.30                     
12 16 350   1.00   2.40   1.20                     
12 16 350   2.00   2.30   1.60                     
12 16 350   3.00   2.20   1.70                     
12 16 350   4.00   2.40   1.30                     
12 16 350   5.00   3.90   2.30                     
12 16 350   6.00   4.60   2.70                     
12 16 350   7.00   5.80   2.60  205.00              
12 16 350   8.00   6.60   2.40  220.00              
12 16 350   9.00   5.60   2.50  230.00              
12 16 350  10.00   5.60   2.20                     
12 16 350  11.00   5.60   2.10                     
12 16 350  12.00   4.80   2.10                     
12 16 350  13.00   3.90   1.70                     
12 16 350  14.00   3.10   2.20                     
12 16 350  15.00   3.00   3.60                     
12 16 350  16.00   2.80   2.60                     
12 16 350  17.00   2.40   2.00                     
12 16 350  18.00   2.90   1.80                     
12 16 350  19.00   3.30   1.60                     
12 16 350  20.00   3.60   1.70                     
12 16 350  21.00   3.30   1.50                     
