Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  2   2  22.00   3.40   1.30                     
 1  2   2  23.00   3.00   1.00                     
 1  2   2   0.00   2.60   1.50                     
 1  2   2   1.00   2.00   1.40                     
 1  2   2   2.00   1.90   3.70                     
 1  2   2   3.00   1.80   2.40                     
 1  2   2   4.00   2.20   3.70                     
 1  2   2   5.00   3.80   2.10                     
 1  2   2   6.00   4.80   2.80   1.40              
 1  2   2   7.00   5.00   2.80   2.00              
 1  2   2   8.00   5.30   2.50   2.20              
 1  2   2   9.00   5.10   2.50   2.35              
 1  2   2  10.00   5.60   2.40   2.35              
 1  2   2  11.00   4.80   2.20   1.60              
 1  2   2  12.00   3.60   1.60   1.30              
 1  2   2  13.00   3.60   2.10                     
 1  2   2  14.00   3.10   1.50                     
 1  2   2  15.00   2.50   2.30                     
 1  2   2  16.00   2.20   1.50                     
 1  2   2  17.00   2.30   1.50                     
 1  2   2  18.00   2.60                            
 1  2   2  19.00   2.90   2.00                     
 1  2   2  20.00   3.00   2.10                     
 1  2   2  21.00   2.80   2.10                     
