Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 29 363   0.00    2.3    1.8                  1.6
12 29 363   1.00           2.7                  2.7
12 29 363   2.00      2                            
12 29 363   7.00    4.1                            
12 29 363   8.00      5    2.5                  2.5
12 29 363   9.00      6    2.8                  2.8
12 29 363  10.00    6.2    2.6                  2.6
12 29 363  11.00    7.3    2.6                  2.6
12 29 363  12.00    5.3    2.7                  2.7
12 29 363  13.00    5.7    2.5                  2.5
12 29 363  14.00    4.3    2.5                    2
12 29 363  15.00    2.8                            
12 29 363  16.00    2.3                            
