Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2  2  33   1.00      2                            
 2  2  33   7.00    3.8                            
 2  2  33   8.00      5                            
 2  2  33   9.00    5.5                            
 2  2  33  10.00    5.8                            
 2  2  33  11.00    6.3                            
 2  2  33  12.00    6.3                            
 2  2  33  13.00    5.5                            
 2  2  33  14.00      6                            
 2  2  33  15.00      5                            
 2  2  33  16.00    4.4                            
 2  2  33  17.00    2.9                            
 2  2  33  18.00      2                            
 2  2  33  19.00    2.2                            
 2  2  33  20.00    2.2                            
 2  2  33  21.00    2.8                            
 2  2  33  22.00    2.8                            
 2  2  33  23.00    2.6                            
