Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 19  79  22.00   2.60   1.50                     
 3 19  79  23.00   2.40   1.60                     
 3 19  79   0.00   2.20   1.20                     
 3 19  79   1.00   2.00   1.60                     
 3 19  79   2.00   1.90   1.60                     
 3 19  79   3.00   3.00   1.70                     
 3 19  79   4.00   3.60   1.70   1.70              
 3 19  79   5.00   4.00   2.80   2.80              
 3 19  79   7.00   5.30   2.50          3.90       
 3 19  79   9.00   5.30   2.20          4.00       
 3 19  79  11.00   5.90   1.60   2.50   4.10       
 3 19  79  15.00   5.30   1.60                     
 3 19  79  17.00   4.00   1.60                     
 3 19  79  19.00   2.90   1.50                     
 3 19  79  21.00   2.80   1.60                     
