Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3  2  61   0.00      3                            
 3  2  61   1.00      3                            
 3  2  61   6.00    3.5                            
 3  2  61   7.00    4.5    2.5                  2.5
 3  2  61   8.00      5    3.4           3.8      3
 3  2  61   9.00      6    3.6           3.8    3.1
 3  2  61  10.00    6.1      3           3.9      3
 3  2  61  11.00    7.1           2.6      4       
 3  2  61  12.00      7           2.5    3.9       
 3  2  61  13.00    6.6           2.6    3.6       
 3  2  61  14.00    6.3                            
 3  2  61  15.00    5.5                            
 3  2  61  16.00    5.5                            
 3  2  61  17.00    5.3                            
 3  2  61  18.00    4.6                            
 3  2  61  19.00      4                            
 3  2  61  20.00    4.2                            
 3  2  61  21.00    2.4                            
 3  2  61  23.00    2.6                            
