Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 12  72   1.00          2.00                     
 3 12  72   3.00   1.50                            
 3 12  72   4.00   3.00   1.90   1.90              
 3 12  72   5.00   4.00   2.20   2.20   3.60       
 3 12  72   6.00   3.50   2.50   2.50   3.50       
 3 12  72   7.00   3.60   3.00   3.00   3.60       
 3 12  72   8.00   3.70   2.30   2.70   3.70       
 3 12  72   9.00          3.00   3.00   3.80       
 3 12  72  11.00   4.20   3.00   3.00   3.80       
 3 12  72  13.00   4.00   2.10   2.10              
 3 12  72  14.00   4.30          1.80              
 3 12  72  15.00   3.80   1.30                     
 3 12  72  16.00   3.30   1.50                     
 3 12  72  17.00   3.00   1.50                     
 3 12  72  18.00   2.40   1.80                     
 3 12  72  19.00   1.80   1.50                     
