Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 17 351  22.00   3.40   1.00                     
12 17 351  23.00   3.30   1.00                     
12 17 351   0.00   2.90   1.70                     
12 17 351   1.00   2.50   1.60                     
12 17 351   2.00   2.20   1.60                     
12 17 351   3.00   1.90   1.50                     
12 17 351   4.00   2.20   1.70                     
12 17 351   5.00   4.00         180.00              
12 17 351   6.00   4.60   2.10                     
12 17 351   7.00   5.10   2.00  220.00              
12 17 351   8.00   5.30   2.30  230.00              
12 17 351   9.00   5.40         220.00              
12 17 351  10.00   5.30   2.20  210.00              
12 17 351  11.00   5.00   1.90  190.00              
12 17 351  12.00   4.40         170.00              
12 17 351  13.00   4.60   1.80                     
12 17 351  14.00   3.50   1.50                     
12 17 351  15.00   2.10   1.50                     
12 17 351  16.00   2.00   1.60                     
12 17 351  21.00   2.00   1.50                     
