Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12  3 337  22.00   2.40   1.50                     
12  3 337  23.00   2.40   1.20                     
12  3 337   0.00   2.10   1.40                     
12  3 337   1.00          1.80                     
12  3 337   3.00   1.80                            
12  3 337   4.00   2.50   1.50                     
12  3 337   5.00   3.80         170.00              
12  3 337   6.00   5.30   2.40  240.00              
12  3 337   7.00   5.80   2.70  215.00              
12  3 337   8.00   5.80   1.80                     
12  3 337   9.00   6.40   2.30                     
12  3 337  10.00   5.40   2.90                     
12  3 337  11.00   5.90   2.30                     
12  3 337  12.00   4.90   2.00                     
12  3 337  13.00   3.40   1.80                     
12  3 337  14.00   3.30   1.70                     
12  3 337  15.00   2.60   1.80                     
12  3 337  16.00   2.00   1.50                     
12  3 337  17.00   1.90   1.40                     
12  3 337  18.00   2.40   1.50                     
12  3 337  19.00   2.60   1.50                     
12  3 337  20.00   2.40   1.50                     
12  3 337  21.00   2.80   1.50                     
