Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 23  23   0.00    2.6                            
 1 23  23   1.00    2.8                            
 1 23  23   2.00    2.9                            
 1 23  23   3.00    2.9                            
 1 23  23   6.00    3.7                            
 1 23  23   7.00    4.8      2                    2
 1 23  23   8.00    5.2                            
 1 23  23   9.00      6                            
 1 23  23  10.00      6                            
 1 23  23  11.00    5.8           2.3              
 1 23  23  12.00    6.1                            
 1 23  23  13.00    5.7    2.5                  2.5
 1 23  23  14.00    5.2                            
 1 23  23  15.00    4.8                            
 1 23  23  16.00      4                            
 1 23  23  17.00      3                            
 1 23  23  23.00    2.8                            
