Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 30  90  22.00   1.80   1.80                     
 3 30  90   2.00   2.50   1.60                     
 3 30  90   3.00   4.00          1.90              
 3 30  90   4.00   4.60   2.20   2.20   3.30       
 3 30  90   5.00   4.70   2.50   2.50   3.80       
 3 30  90   6.00   5.20   2.60   2.65   4.00       
 3 30  90   7.00   5.30   3.00   2.80   4.10       
 3 30  90  14.00   5.60   1.80   1.85              
 3 30  90  15.00   5.40          1.80              
 3 30  90  16.00   5.10   1.60                     
 3 30  90  17.00   4.50   1.70                     
 3 30  90  18.00   3.60   1.70                     
 3 30  90  19.00   2.80   1.70                     
 3 30  90  20.00   2.70   1.60                     
 3 30  90  21.00   3.00   1.50                     
