Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 16  16   0.00      3                            
 1 16  16   1.00    2.1                            
 1 16  16   7.00      4             2              
 1 16  16   8.00    4.4                            
 1 16  16   9.00    4.9                            
 1 16  16  10.00    5.3    2.8                  2.4
 1 16  16  11.00    5.5    2.6                  2.2
 1 16  16  12.00      6    2.4                  2.1
 1 16  16  13.00    5.6                            
 1 16  16  14.00    5.3             2              
 1 16  16  15.00    4.7                            
 1 16  16  16.00      4                            
 1 16  16  21.00      3                            
 1 16  16  22.00    3.1                            
 1 16  16  23.00    3.3                            
