Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 19  50  22.00   2.40   1.50                     
 2 19  50  23.00   2.40   1.30                     
 2 19  50   0.00   2.20   1.00                     
 2 19  50   1.00   1.80   1.50                     
 2 19  50   4.00   2.80          1.70              
 2 19  50   5.00   3.40          2.00              
 2 19  50   6.00   3.60   2.70   2.70              
 2 19  50   7.00   3.90   2.80   2.80              
 2 19  50   8.00   4.00   2.70   2.70              
 2 19  50   9.00   4.30   2.90   2.90              
 2 19  50  10.00   4.50   3.00   3.00              
 2 19  50  11.00   4.70   3.40   2.30              
 2 19  50  12.00   4.80   2.80   2.15              
 2 19  50  13.00   4.90   2.10                     
 2 19  50  14.00   4.50          1.60              
 2 19  50  15.00   3.50   1.50                     
 2 19  50  16.00   3.20   1.90                     
 2 19  50  17.00   2.20   1.50                     
 2 19  50  18.00   2.00   1.50                     
 2 19  50  19.00   1.90   1.50                     
 2 19  50  20.00   1.90   1.40                     
 2 19  50  21.00   2.30   1.50                     
