Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 18  49  22.00   2.30   1.50                     
 2 18  49  23.00   2.10   1.50                     
 2 18  49   3.00   1.80   1.50                     
 2 18  49   4.00   3.00          1.60              
 2 18  49   5.00   3.80   2.00                     
 2 18  49   6.00   4.30   2.00   2.05              
 2 18  49   7.00   4.20   2.80   2.25              
 2 18  49   8.00   4.60   2.40   2.45   3.80       
 2 18  49   9.00   4.80   2.50   2.50   3.80       
 2 18  49  10.00   4.90   1.90   2.50   3.80       
 2 18  49  11.00   4.50   2.30   2.30              
 2 18  49  12.00   4.30   2.10   2.05              
 2 18  49  13.00   4.50          1.80              
 2 18  49  14.00   4.10   1.60                     
 2 18  49  15.00   3.30   1.50                     
 2 18  49  16.00   2.50   1.50                     
 2 18  49  17.00   2.30   1.50                     
 2 18  49  18.00   2.00   1.50                     
 2 18  49  19.00   2.10   1.50                     
 2 18  49  20.00   2.10   1.60                     
 2 18  49  21.00   2.30   1.60                     
