Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 17  48   2.00    2.2                            
 2 17  48   3.00    2.3                            
 2 17  48   6.00    3.7                            
 2 17  48   7.00    4.5                            
 2 17  48   8.00    5.3                            
 2 17  48   9.00    5.2                            
 2 17  48  10.00    6.2                  3.7       
 2 17  48  11.00    6.7                  4.2       
 2 17  48  12.00    6.6                  3.8       
 2 17  48  13.00    6.5                            
 2 17  48  14.00      6                            
 2 17  48  15.00    5.3                            
 2 17  48  16.00      5                            
 2 17  48  17.00      4                            
 2 17  48  18.00      3                            
 2 17  48  19.00      3                            
 2 17  48  20.00    2.5                            
 2 17  48  22.00    2.4                            
