Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3  7  67  22.00   2.00   1.50                     
 3  7  67  23.00   2.10   1.50                     
 3  7  67   0.00   1.90   1.40                     
 3  7  67   1.00   2.00                            
 3  7  67   2.00   2.20   2.30                     
 3  7  67   3.00   2.30   1.50                     
 3  7  67   4.00   3.10   1.80                     
 3  7  67   5.00   3.40          2.20              
 3  7  67   6.00   4.00   2.40   2.45   3.60       
 3  7  67   7.00   4.10   3.00   3.00   3.70       
 3  7  67   8.00   4.10                 3.60       
 3  7  67   9.00   4.20                 3.70       
 3  7  67  10.00   4.60   2.80   2.65   3.80       
 3  7  67  11.00   4.60          2.70   3.70       
 3  7  67  12.00   4.60   2.00   2.50              
 3  7  67  13.00   4.30   2.30   2.10              
 3  7  67  14.00   3.90          1.60              
 3  7  67  15.00   3.80   1.50                     
 3  7  67  16.00   3.70   1.50                     
 3  7  67  17.00   3.00   1.30                     
 3  7  67  18.00   2.50   1.60                     
 3  7  67  19.00   1.90   1.60                     
 3  7  67  20.00   2.00   1.60                     
 3  7  67  21.00   2.20   1.00                     
