Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 19 353  22.00   2.40   1.50                     
12 19 353  23.00   2.40   1.50                     
12 19 353   0.00   2.20   1.50                     
12 19 353   1.00   2.00   1.70                     
12 19 353   4.00   2.00   1.60                     
12 19 353   5.00   3.70         150.00              
12 19 353   6.00   5.00   2.00                     
12 19 353   7.00   4.70   2.40  225.00              
12 19 353   8.00   5.40   4.20  240.00              
12 19 353   9.00   5.30   5.20  240.00              
12 19 353  10.00   5.30   2.30  230.00              
12 19 353  11.00   5.60   1.90                     
12 19 353  12.00   3.50         160.00              
12 19 353  13.00   2.60   1.50                     
12 19 353  14.00   2.50   1.70                     
12 19 353  15.00   2.50   5.00                     
12 19 353  16.00   2.40   4.30                     
12 19 353  17.00          2.80                     
12 19 353  19.00          5.10                     
12 19 353  20.00          1.70                     
12 19 353  21.00   2.30   2.20                     
