Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 20  20   7.00    3.8                            
 1 20  20   8.00      5    2.7    2.1           2.7
 1 20  20   9.00    5.3           2.3              
 1 20  20  10.00    6.1                            
 1 20  20  11.00    6.3                            
 1 20  20  12.00    6.4                            
 1 20  20  13.00    5.5                            
 1 20  20  14.00      5                            
 1 20  20  15.00    4.1                            
 1 20  20  16.00    3.7                            
 1 20  20  23.00    3.4                            
