Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 23 357   6.00    2.1                            
12 23 357   7.00    4.8    2.5                  2.5
12 23 357   8.00    5.5    2.8                  2.8
12 23 357   9.00      6      3                    3
12 23 357  10.00      6    3.5                    3
12 23 357  11.00    6.2      4                  2.9
12 23 357  12.00      6      4                    3
12 23 357  13.00             7                    7
12 23 357  14.00           6.3                  6.3
12 23 357  15.00    3.8                            
12 23 357  16.00      3                            
