Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 23 357  22.00   3.30   1.20                     
12 23 357  23.00   3.30   1.20                     
12 23 357   0.00   3.30   1.00                     
12 23 357   1.00   2.90   1.50                     
12 23 357   2.00   3.00   1.50                     
12 23 357   3.00   2.80   1.30                     
12 23 357   4.00   2.60   1.50                     
12 23 357   5.00   3.60         150.00              
12 23 357   6.00   4.60   2.20                     
12 23 357   7.00   4.80   2.20  200.00              
12 23 357   8.00   4.90   2.50  225.00              
12 23 357   9.00   4.90   3.10  230.00              
12 23 357  10.00   4.80   2.30  210.00              
12 23 357  11.00   5.20   2.70  195.00              
12 23 357  12.00   4.10   2.60                     
12 23 357  13.00   3.10   2.70                     
12 23 357  14.00   2.90   1.50                     
12 23 357  15.00   3.30   1.50                     
12 23 357  16.00   2.60   1.50                     
12 23 357  17.00   2.00   1.60                     
12 23 357  18.00   2.30   1.50                     
12 23 357  19.00   2.60   1.50                     
12 23 357  20.00   2.50   1.50                     
12 23 357  21.00   2.90   1.80                     
