Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 30 364  22.00   2.50   1.00                     
12 30 364  23.00   2.40   1.50                     
12 30 364   0.00   1.90   1.60                     
12 30 364   2.00          1.50                     
12 30 364   4.00   1.80   1.50                     
12 30 364   5.00   3.00   2.10                     
12 30 364   6.00   4.30   2.20  210.00              
12 30 364   7.00   4.30   2.50  250.00              
12 30 364   8.00   5.00   3.30                     
12 30 364   9.00   5.20   3.10                     
12 30 364  10.00   6.10   3.00                     
12 30 364  11.00   5.60   2.70  270.00              
12 30 364  12.00   4.70   3.10                     
12 30 364  13.00   3.80   2.50                     
12 30 364  14.00   3.00   2.30                     
12 30 364  15.00   2.10   1.60                     
12 30 364  16.00   2.00   1.60                     
12 30 364  17.00   2.00   1.60                     
12 30 364  18.00   2.30   1.60                     
12 30 364  19.00   2.40   1.60                     
12 30 364  20.00   2.60   1.60                     
12 30 364  21.00   2.80   1.30                     
