Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 22  22  22.00   2.40   1.60                     
 1 22  22  23.00   2.70   1.50                     
 1 22  22   0.00   2.40   1.30                     
 1 22  22   1.00   2.00   1.50                     
 1 22  22   2.00   1.90                            
 1 22  22   3.00   2.00                            
 1 22  22   4.00   1.90   1.60                     
 1 22  22   5.00   2.60          1.60              
 1 22  22   6.00   4.90   2.00   1.95              
 1 22  22   7.00   6.00   3.70   3.70              
 1 22  22   8.00   5.30          2.20              
 1 22  22   9.00   5.40   3.00   3.00              
 1 22  22  10.00   5.50   3.10   3.10              
 1 22  22  11.00   4.70   2.00   2.05              
 1 22  22  12.00   5.50          1.80              
 1 22  22  13.00   4.40          1.50              
 1 22  22  14.00   3.40   1.50                     
 1 22  22  15.00   2.00   1.60                     
 1 22  22  16.00   1.90   1.70                     
 1 22  22  17.00   2.00                            
 1 22  22  18.00   2.00   1.60                     
 1 22  22  19.00   2.30   1.50                     
 1 22  22  20.00   2.10   1.60                     
 1 22  22  21.00   2.40   1.60                     
