Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 10  10   2.00    2.3                            
 1 10  10   3.00    2.3                            
 1 10  10   4.00    2.3                            
 1 10  10   5.00    2.3                            
 1 10  10   7.00    4.2                            
 1 10  10   8.00      5                            
 1 10  10   9.00      5                            
 1 10  10  10.00    5.3                            
 1 10  10  11.00      5                            
 1 10  10  12.00    5.1                            
 1 10  10  13.00      6                            
 1 10  10  14.00      5                            
 1 10  10  15.00    3.8                            
 1 10  10  16.00    3.3                            
 1 10  10  17.00    3.1                            
 1 10  10  23.00    3.3    2.4                    2
