Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 19  50   2.00    2.8                            
 2 19  50   6.00    3.5                            
 2 19  50   7.00      5                            
 2 19  50   8.00    5.8    2.6           2.5    2.6
 2 19  50   9.00    6.4    2.9           3.5    2.9
 2 19  50  10.00    6.5    2.9           3.6    2.9
 2 19  50  11.00    6.7           2.7    3.6       
 2 19  50  12.00    6.4           2.7    3.6       
 2 19  50  13.00    6.3           2.6              
 2 19  50  14.00    6.2           2.5              
 2 19  50  15.00      6                            
 2 19  50  16.00      5                            
 2 19  50  17.00    4.2                            
 2 19  50  18.00      4                            
 2 19  50  19.00    2.5                            
 2 19  50  20.00    2.3                            
 2 19  50  21.00    2.2                            
 2 19  50  22.00    2.2                            
 2 19  50  23.00    2.8                            
