Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2  1  32   1.00    2.4                            
 2  1  32   2.00    2.2                            
 2  1  32   7.00    3.8                            
 2  1  32   8.00      4                  2.6       
 2  1  32   9.00    4.8                  3.3       
 2  1  32  10.00    4.5                  3.2       
 2  1  32  11.00      5                  3.2       
 2  1  32  12.00      5                            
 2  1  32  13.00    4.5                            
 2  1  32  14.00    4.5                            
 2  1  32  15.00    4.2                            
 2  1  32  16.00      3                            
 2  1  32  17.00    2.6                            
