Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 20  20  22.00   2.10   1.50                     
 1 20  20  23.00   2.00   2.00                     
 1 20  20   3.00   2.00                            
 1 20  20   4.00   2.30   1.60                     
 1 20  20   5.00   3.70   2.00                     
 1 20  20   6.00   4.70   2.20                     
 1 20  20   7.00   4.70   2.70   2.00              
 1 20  20   8.00   5.60   2.50   2.10              
 1 20  20   9.00   5.30   2.20   2.25              
 1 20  20  10.00   5.30   2.60   2.20              
 1 20  20  11.00   5.00   2.10   2.10              
 1 20  20  12.00   4.80   2.00                     
 1 20  20  13.00   4.40   1.90                     
 1 20  20  14.00   3.50   2.00                     
 1 20  20  15.00   2.60   1.60                     
 1 20  20  19.00   2.00   1.60                     
 1 20  20  20.00   1.90   1.70                     
 1 20  20  21.00   2.10   1.60                     
