Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 26  26   0.00    2.3                            
 1 26  26   1.00    2.5                            
 1 26  26   2.00    2.5                            
 1 26  26   3.00    2.6                            
 1 26  26   4.00    2.3                            
 1 26  26   6.00    2.7                            
 1 26  26   7.00    3.9                            
 1 26  26   8.00      5    2.8                  2.8
 1 26  26   9.00    5.5      4                  2.5
 1 26  26  10.00    5.4                            
 1 26  26  11.00    5.6    2.2                  2.2
 1 26  26  12.00    5.1    2.9                  2.3
 1 26  26  13.00    5.3                            
 1 26  26  14.00    5.6                            
 1 26  26  15.00      5                            
 1 26  26  16.00    3.8                            
 1 26  26  23.00    2.8                            
