Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 21  52  22.00   2.70   1.00                     
 2 21  52  23.00   2.90   1.00                     
 2 21  52   0.00   2.60   1.00                     
 2 21  52   1.00   2.10   1.50                     
 2 21  52   2.00   1.90                            
 2 21  52   3.00   2.00                            
 2 21  52   4.00   2.80          1.50              
 2 21  52   5.00   3.60          1.80              
 2 21  52   6.00   4.20   2.60   2.45              
 2 21  52   7.00   4.40   2.20   2.60              
 2 21  52   8.00   4.50          2.60   3.50       
 2 21  52   9.00   4.70   2.00   2.60   3.60       
 2 21  52  10.00   4.70   2.30   2.40              
 2 21  52  11.00   5.20   2.40   2.30   3.50       
 2 21  52  12.00   5.40   2.40   1.90              
 2 21  52  13.00   4.80   2.50                     
 2 21  52  14.00   4.10   3.30                     
 2 21  52  15.00   3.20   2.30                     
 2 21  52  16.00   2.90   1.40                     
 2 21  52  17.00   2.70   1.50                     
 2 21  52  18.00   2.50   1.50                     
 2 21  52  19.00   2.40   1.60                     
 2 21  52  20.00   2.40   1.50                     
 2 21  52  21.00   2.40   1.80                     
