Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 23  83  22.00   2.70   1.50                     
 3 23  83  23.00   2.80   1.40                     
 3 23  83   0.00   2.80   1.50                     
 3 23  83   1.00   2.80   1.50                     
 3 23  83   2.00   2.70   1.50                     
 3 23  83   3.00   3.90          1.70              
 3 23  83   4.00   4.50   2.00   2.00              
 3 23  83   5.00   5.30   2.50   2.50   3.70       
 3 23  83   6.00   5.40   2.70   2.70   3.90       
 3 23  83   7.00   5.40   4.00   4.00              
 3 23  83   8.00   5.30   4.20   4.20              
 3 23  83   9.00   5.90   3.20          4.30       
 3 23  83  10.00   5.30   4.30                     
 3 23  83  11.00   5.70   2.90                     
 3 23  83  12.00   5.60   2.60   2.60              
 3 23  83  13.00   5.30   2.20   2.40              
 3 23  83  14.00   5.10   1.90   1.90              
 3 23  83  15.00   5.00          1.40              
 3 23  83  16.00   4.90   1.40                     
 3 23  83  17.00   4.80   1.50                     
 3 23  83  18.00   4.50   1.50                     
 3 23  83  19.00   3.90   1.40                     
 3 23  83  20.00   3.30   1.50                     
 3 23  83  21.00   3.40   1.50                     
