Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 18 352  22.00   2.10   1.60                     
12 18 352  23.00   2.10   1.20                     
12 18 352   3.00   2.40   1.80                     
12 18 352   4.00   2.20   1.60                     
12 18 352   5.00   3.70         160.00              
12 18 352   6.00   4.70   2.40  180.00              
12 18 352   7.00   4.90   2.40  210.00              
12 18 352   8.00   5.40   2.60                     
12 18 352   9.00   5.00   2.30                     
12 18 352  10.00   4.80   2.30                     
12 18 352  11.00   5.00   2.40                     
12 18 352  12.00   5.30   1.80                     
12 18 352  13.00   2.80   1.60                     
12 18 352  14.00   2.70   1.70                     
12 18 352  15.00   2.40   1.50                     
12 18 352  16.00   2.30   1.50                     
12 18 352  17.00   2.20   1.50                     
12 18 352  18.00   2.00   1.50                     
12 18 352  19.00          1.80                     
12 18 352  20.00   2.00   1.50                     
12 18 352  21.00   2.50   1.80                     
