Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 15  15   0.00      2                            
 1 15  15   7.00    4.5           2.2              
 1 15  15   8.00    4.9           2.4              
 1 15  15   9.00    4.8           2.7              
 1 15  15  10.00    6.1                            
 1 15  15  11.00    5.5    2.7                  2.7
 1 15  15  12.00    5.3                            
 1 15  15  13.00    5.4                            
 1 15  15  14.00      5                            
 1 15  15  15.00    4.3                            
 1 15  15  16.00    3.3                            
 1 15  15  21.00           4.7                  4.7
 1 15  15  22.00    2.3                            
 1 15  15  23.00    2.7                            
