Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 20  80  22.00   2.80   1.60                     
 3 20  80  23.00   2.70   1.40                     
 3 20  80   0.00   2.60   1.50                     
 3 20  80   1.00   2.50   1.60                     
 3 20  80   2.00   2.80                            
 3 20  80   3.00   3.70          1.60              
 3 20  80   4.00   4.40                            
 3 20  80   5.00   5.40          2.30              
 3 20  80   6.00   5.20          2.50              
 3 20  80   7.00   5.90          2.55   4.20       
 3 20  80   8.00   6.10   2.40   2.70   4.20       
 3 20  80   9.00   6.10   2.80   2.80   4.10       
 3 20  80  10.00   5.80                 4.00       
 3 20  80  11.00   5.70   2.20   2.70   4.00       
 3 20  80  12.00   5.80          2.60              
 3 20  80  13.00   5.60   2.30   2.30              
 3 20  80  14.00   5.70                            
 3 20  80  15.00   5.40   1.60                     
 3 20  80  16.00   5.40   1.60                     
 3 20  80  17.00   4.80   1.60                     
 3 20  80  18.00   4.00   3.00                     
 3 20  80  19.00   3.00   2.00                     
 3 20  80  20.00   3.00   1.60                     
 3 20  80  21.00   3.20   1.60                     
