Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 15 349  22.00   3.20   1.60                     
12 15 349  23.00   3.10   1.00                     
12 15 349   0.00   2.70   1.50                     
12 15 349   1.00   1.90   1.60                     
12 15 349   2.00   2.00   1.60                     
12 15 349   3.00   2.00                            
12 15 349   4.00   2.40                            
12 15 349   5.00   4.30         160.00              
12 15 349   6.00   5.10   2.30  175.00              
12 15 349   7.00   5.90   3.00                     
12 15 349   8.00   5.50   3.10                     
12 15 349   9.00   6.10   2.80                     
12 15 349  10.00   5.20   2.60                     
12 15 349  11.00   5.30   2.60                     
12 15 349  12.00   5.00         170.00              
12 15 349  13.00   3.10   1.60                     
12 15 349  14.00   2.80   1.60                     
12 15 349  15.00   3.00   1.60                     
12 15 349  16.00   2.40   3.00                     
12 15 349  17.00   2.40   1.70                     
12 15 349  18.00   2.50   1.70                     
12 15 349  19.00   2.70   1.80                     
12 15 349  20.00   3.00   1.60                     
12 15 349  21.00   3.00   1.60                     
