Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 18  18   6.00             3                     
 1 18  18   7.00    3.8    2.8                  2.5
 1 18  18   8.00    5.3                            
 1 18  18   9.00    5.5                            
 1 18  18  10.00    6.8                            
 1 18  18  11.00    6.3                            
 1 18  18  12.00    5.9                            
 1 18  18  13.00    5.5                            
 1 18  18  14.00      5                            
 1 18  18  15.00    4.3                            
 1 18  18  16.00    3.5                            
