Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 26 360  22.00   3.50   1.60                     
12 26 360  23.00   3.30   1.50                     
12 26 360   0.00   2.70   1.60                     
12 26 360   1.00   2.00   1.60                     
12 26 360   2.00   1.90   1.60                     
12 26 360   3.00   2.00                            
12 26 360   4.00   2.10                            
12 26 360   5.00   3.00         180.00              
12 26 360   6.00   3.80         170.00              
12 26 360   7.00   3.80   2.30  180.00              
12 26 360   8.00   4.30   2.30  210.00              
12 26 360   9.00   4.50   2.80  210.00              
12 26 360  10.00   4.60   2.10  210.00              
12 26 360  11.00   4.60   2.20  205.00              
12 26 360  12.00   4.40   2.20  185.00              
12 26 360  13.00   3.40   1.60                     
12 26 360  14.00   3.00   1.60                     
12 26 360  15.00   2.00   1.60                     
12 26 360  16.00   2.30   1.60                     
12 26 360  17.00   2.70   2.90                     
12 26 360  18.00   3.10   4.00                     
12 26 360  19.00   2.50   1.60                     
12 26 360  20.00   2.80   1.60                     
12 26 360  21.00   3.30   2.10                     
