Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 14 348  22.00   3.00   1.50                     
12 14 348  23.00   3.00   1.00                     
12 14 348   0.00   2.90   1.00                     
12 14 348   1.00   2.40   1.60                     
12 14 348   2.00   2.10   1.40                     
12 14 348   3.00   2.00   2.30                     
12 14 348   4.00   2.20   1.50                     
12 14 348   5.00   3.80         160.00              
12 14 348   6.00   5.00   2.10                     
12 14 348   7.00   5.80   2.20  205.00              
12 14 348   8.00   6.00   2.60                     
12 14 348   9.00   5.90   3.50                     
12 14 348  10.00   5.40   3.50                     
12 14 348  11.00   5.90   2.90                     
12 14 348  12.00   4.30   1.70                     
12 14 348  13.00   3.60   1.60                     
12 14 348  14.00   2.90   2.90                     
12 14 348  15.00   2.30   1.50                     
12 14 348  16.00   2.20   1.50                     
12 14 348  17.00   2.20   1.60                     
12 14 348  18.00   2.20   1.50                     
12 14 348  19.00   2.70   1.90                     
12 14 348  20.00   2.80   1.80                     
12 14 348  21.00   2.80   1.50                     
