Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2  5  36  22.00   2.70   1.00                     
 2  5  36  23.00   3.10   1.30                     
 2  5  36   0.00   2.90   1.30                     
 2  5  36   1.00          1.50                     
 2  5  36   4.00   2.60   1.50                     
 2  5  36   5.00   4.60   2.30   2.30              
 2  5  36   6.00   5.40   2.00   2.00              
 2  5  36   7.00   4.90   2.40   2.40              
 2  5  36   8.00   5.60          2.45              
 2  5  36   9.00   5.60   2.50   2.50              
 2  5  36  10.00   5.80   2.50   2.50              
 2  5  36  11.00   5.90   2.30   2.30              
 2  5  36  12.00   4.90   2.20   1.85              
 2  5  36  13.00   4.40   2.00                     
 2  5  36  14.00   4.30   2.90                     
 2  5  36  15.00   3.40   1.60                     
 2  5  36  16.00   2.80   1.50                     
 2  5  36  17.00   2.00   1.50                     
 2  5  36  18.00   1.90   1.60                     
 2  5  36  19.00   2.00   1.40                     
 2  5  36  20.00   2.10   1.50                     
 2  5  36  21.00   2.30   1.60                     
