Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 29  29   0.00    2.1                            
 1 29  29   1.00    2.8                            
 1 29  29   2.00    2.5                            
 1 29  29   3.00      2                            
 1 29  29   4.00      2                            
 1 29  29   6.00                                   
 1 29  29   7.00    5.7                            
 1 29  29   8.00      6                            
 1 29  29   9.00    6.8           2.5    3.5       
 1 29  29  10.00    6.4           2.6    3.5       
 1 29  29  11.00    6.3      3                    3
 1 29  29  12.00    6.4      3                    3
 1 29  29  13.00    7.5                            
 1 29  29  14.00      8                            
 1 29  29  15.00    7.8                            
 1 29  29  16.00    6.2                            
 1 29  29  17.00      5                            
 1 29  29  18.00    4.3                            
 1 29  29  19.00    3.3                            
 1 29  29  20.00    2.5                            
