Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 17  17   0.00    3.6                            
 1 17  17   1.00    3.1                            
 1 17  17   2.00    2.7                            
 1 17  17   3.00    2.3                            
 1 17  17   7.00    4.2                            
 1 17  17   8.00      5                            
 1 17  17   9.00    5.1                            
 1 17  17  10.00    6.1      3                    3
 1 17  17  11.00      6                            
 1 17  17  12.00    6.3                            
 1 17  17  13.00    6.2                            
 1 17  17  14.00      5                            
 1 17  17  15.00    4.3    3.5                  3.5
 1 17  17  16.00    3.8                            
