Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 11  11  22.00   2.80   2.10                     
 1 11  11  23.00          1.60                     
 1 11  11   0.00   2.60   1.60                     
 1 11  11   1.00   2.10   1.60                     
 1 11  11   5.00   3.00   1.80                     
 1 11  11   6.00   3.80   1.90                     
 1 11  11   7.00   4.10          2.05              
 1 11  11   8.00   4.60   2.50   2.50              
 1 11  11   9.00   4.50   2.50   2.50              
 1 11  11  10.00   4.70   2.30   2.30              
 1 11  11  11.00   4.30   2.60   2.60              
 1 11  11  12.00   4.00   2.00   2.00              
 1 11  11  13.00   3.80   1.60                     
 1 11  11  14.00   2.80   1.60                     
 1 11  11  15.00   2.20   1.60                     
