Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 22 356  22.00   3.10   1.60                     
12 22 356  23.00   3.20   1.50                     
12 22 356   0.00   2.70   1.00                     
12 22 356   1.00   2.20   1.50                     
12 22 356   2.00   2.10   1.50                     
12 22 356   3.00   2.20   1.50                     
12 22 356   4.00   2.50   1.50                     
12 22 356   5.00   3.90         160.00              
12 22 356   6.00   5.00         180.00              
12 22 356   7.00   5.10   4.30                     
12 22 356   8.00   5.30   4.30                     
12 22 356   9.00   5.50   5.30                     
12 22 356  10.00   6.00   2.50                     
12 22 356  11.00   5.70   2.00                     
12 22 356  12.00   4.40         180.00              
12 22 356  13.00   3.70   1.60                     
12 22 356  14.00   4.30   1.50                     
12 22 356  15.00   2.90   5.00                     
12 22 356  16.00   2.60   2.00                     
12 22 356  17.00   2.70   1.60                     
12 22 356  18.00   2.80   1.60                     
12 22 356  19.00   3.10   1.50                     
12 22 356  20.00   2.90   1.50                     
12 22 356  21.00   3.20   1.00                     
