Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 11  42  22.00   2.20   1.70                     
 2 11  42  23.00   2.30   2.00                     
 2 11  42   0.00   1.90   2.00                     
 2 11  42   3.00          2.00                     
 2 11  42   4.00   2.50   1.80                     
 2 11  42   5.00   3.80   2.40                     
 2 11  42   6.00   4.60   2.60   2.60              
 2 11  42   7.00   5.10   2.90   2.90              
 2 11  42   8.00   4.70   2.80   2.80              
 2 11  42   9.00   5.30   3.00   3.00              
 2 11  42  10.00   5.70   3.60                     
 2 11  42  11.00   5.60   3.00   3.00              
 2 11  42  12.00   5.30   2.80   2.80              
 2 11  42  13.00   4.70   2.20                     
 2 11  42  14.00   3.60   3.00                     
 2 11  42  15.00   3.10   2.20                     
 2 11  42  16.00   3.10   1.70                     
 2 11  42  17.00   2.70   1.70                     
 2 11  42  18.00   2.60   1.70                     
 2 11  42  19.00   2.80   1.80                     
 2 11  42  20.00   2.50   1.60                     
 2 11  42  21.00   2.40   1.50                     
