         2         1         1    -1.617
         2         1         2    0.4881
         2         1         3   -0.6289
         2         1         4     2.043
         2         1         5     -4.12
         2         1         6     5.366
         2         1         7    -3.874
         2         1         8     1.714
         2         1         9   -0.7586
         2         1        10   -0.2152
         2         1        11     1.176
         2         1        12    -1.257
         2         1        13     0.987
         2         1        14   -0.6632
         2         1        15   0.09792
         2         1        16   -0.4233
         2         1        17     2.059
         2         1        18    -3.189
         2         1        19     2.538
         2         1        20   -0.8566
         2         1        21    0.2305
         2         1        22    -1.807
         2         1        23     3.195
         2         1        24    -2.344
         2         1        25     1.036
         2         1        26   -0.5367
         2         1        27    0.2807
         2         1        28   -0.7441
         2         1        29      3.28
         2         1        30    -7.004
         2         1        31       7.4
         2         1        32    -2.345
         2         1        33    -3.987
         2         1        34     6.683
         2         1        35    -5.161
         2         1        36     2.178
         2         1        37   -0.0134
         2         1        38   -0.6313
         2         1        39     0.274
         2         1        40   -0.3871
         2         1        41    0.9772
         2         1        42    -0.416
         2         1        43   -0.9084
         2         1        44     1.094
         2         1        45   -0.6162
         2         1        46    0.7257
         2         1        47    -1.339
         2         1        48     2.864
         2         1        49    -5.196
         2         1        50     6.013
         2         1        51    -4.172
         2         1        52     1.611
         2         1        53     0.162
         2         1        54    -1.596
         2         1        55     3.734
         2         1        56    -6.569
         2         1        57     7.372
         2         1        58    -4.389
         2         1        59    0.3815
         2         1        60     1.946
         2         1        61    -2.999
         2         1        62     3.046
         2         1        63    -1.984
         2         1        64     2.114
         2         1        65    -4.731
         2         1        66     5.801
         2         1        67    -2.493
         2         1        68    -1.492
         2         1        69     2.968
         2         1        70    -2.748
         2         1        71     1.948
         2         1        72   -0.9208
         2         1        73    -0.951
         2         1        74     4.827
         2         1        75    -9.371
         2         1        76       9.9
         2         1        77    -5.738
         2         1        78      2.49
         2         1        79    -2.502
         2         1        80     3.367
         2         1        81    -3.578
         2         1        82     2.998
         2         1        83    -2.071
         2         1        84     1.703
         2         1        85    -2.292
         2         1        86     2.284
         2         1        87    0.4294
         2         1        88    -4.676
         2         1        89     6.601
         2         1        90    -5.277
         2         1        91     3.949
         2         1        92    -3.859
         2         1        93     2.817
         2         1        94   -0.7324
         2         1        95   -0.6676
