Mo da yda  time  FoF2
 3 20  79  22.00    2.7
 3 20  79  23.00    2.6
 3 20  79   0.00    2.6
 3 20  79   1.00    2.4
 3 20  79   2.00    2.4
 3 20  79   3.00    2.2
 3 20  79   4.00    3.4
 3 20  79   5.00    3.8
 3 20  79   6.00    4.3
 3 20  79   7.00    4.7
 3 20  79   8.00    5.1
 3 20  79   9.00    4.9
 3 20  79  10.00    5.1
 3 20  79  11.00    4.9
 3 20  79  12.00    4.5
 3 20  79  13.00   5.05
 3 20  79  14.00    5.0
 3 20  79  15.00    4.3
 3 20  79  16.00   3.55
 3 20  79  17.00    3.8
 3 20  79  18.00   3.75
 3 20  79  19.00   3.25
 3 20  79  20.00   3.05
 3 20  79  21.00    2.9
