Mo da yda  time  FoF2
 3 28  87  22.00   2.75
 3 28  87  23.00   2.55
 3 28  87   0.00    2.4
 3 28  87   1.00   2.45
 3 28  87   2.00   2.25
 3 28  87   3.00   2.35
 3 28  87   4.00   3.15
 3 28  87   5.00    3.5
 3 28  87   6.00    3.7
 3 28  87   7.00    3.9
 3 28  87   8.00    4.0
 3 28  87   9.00    4.0
 3 28  87  10.00    4.6
 3 28  87  11.00    4.7
 3 28  87  12.00    4.9
 3 28  87  13.00    4.6
 3 28  87  14.00   4.75
 3 28  87  15.00    4.2
 3 28  87  16.00    3.9
 3 28  87  17.00   3.75
 3 28  87  18.00    3.7
 3 28  87  19.00   3.65
 3 28  87  20.00    3.1
 3 28  87  21.00    3.0
