         2    0.1711   0.04261    0.1901
         4   0.05496   0.03103   0.09477
         6  0.009195   0.01215    0.1711
         8   0.01515   0.01759     0.151
        10   0.02849   0.01786   0.03736
        12   0.03907   0.01076   0.02606
        14   0.03848  0.008586   0.02443
        16   0.05228   0.01726   0.03037
        18   0.07966   0.02869   0.03776
        20    0.1004   0.03346   0.03635
        22   0.09969   0.02483   0.02762
        24   0.08405   0.01365     0.018
        26   0.06705     0.013   0.01211
        28   0.05558   0.02341   0.01088
        30   0.04982   0.03768   0.01282
