Mo da yda  time  FoF2
12  5 340  22.00    2.9
12  5 340  23.00   3.05
12  5 340   0.00    3.1
12  5 340   1.00    2.8
12  5 340   2.00    2.3
12  5 340   4.00    2.5
12  5 340   5.00    2.7
12  5 340   6.00    3.8
12  5 340   7.00    4.7
12  5 340   8.00    5.3
12  5 340   9.00   5.25
12  5 340  10.00    4.9
12  5 340  11.00    4.9
12  5 340  12.00    5.0
12  5 340  13.00    4.4
12  5 340  14.00    3.3
12  5 340  15.00    2.8
12  5 340  16.00   2.65
12  5 340  17.00    2.4
12  5 340  18.00    2.6
12  5 340  19.00    2.7
12  5 340  20.00   3.05
12  5 340  21.00   3.35
