Mo da yda  time  FoF2
12  4 339  22.00    3.3
12  4 339  23.00    3.4
12  4 339   0.00    3.6
12  4 339   1.00    3.4
12  4 339   2.00    2.9
12  4 339   3.00    2.4
12  4 339   4.00    2.0
12  4 339   5.00    2.5
12  4 339   6.00    4.1
12  4 339   7.00    5.2
12  4 339   8.00    5.0
12  4 339   9.00    4.7
12  4 339  10.00    5.3
12  4 339  11.00    4.9
12  4 339  12.00    4.8
12  4 339  13.00   4.25
12  4 339  14.00    3.2
12  4 339  15.00   2.75
12  4 339  16.00    2.5
12  4 339  17.00   2.55
12  4 339  18.00   2.35
12  4 339  19.00    2.5
12  4 339  20.00    2.6
12  4 339  21.00    2.8
